24	65
14
23	37	37	37	37	37	37	37	37	37	38	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	22	24
24	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	50	51	46	46	22	24
24	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	22	0
24	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	22	0
24	46	46	46	46	46	46	46	46	46	46	46	46	46	27	28	25	26	27	28	46	46	27	28	25	26	27	28	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	22	0
24	46	46	46	46	46	46	46	46	46	46	46	46	46	41	42	39	40	41	42	46	46	41	42	39	40	41	42	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	50	23	0
24	46	46	46	46	46	46	46	46	46	46	46	46	46	25	26	27	28	25	26	46	46	25	26	27	28	25	26	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	1	6	7	46	46	46	46	46	46	46	46	46	26	27	28	25	26	27	22	0
24	46	46	46	46	46	46	46	46	46	46	46	46	46	39	40	52	144	144	52	46	46	52	156	156	52	39	40	46	46	46	46	46	46	46	46	46	1	2	3	4	5	29	20	19	21	20	21	20	21	20	21	32	21	17	18	21	40	41	42	39	40	41	22	0
24	46	46	46	6	7	46	46	46	46	46	46	46	46	27	28	11	12	13	14	5	46	13	14	11	12	27	28	1	29	15	16	21	20	32	19	21	20	21	20	80	43	44	44	44	44	44	44	44	44	30	31	45	33	34	8	10	28	25	26	27	28	25	22	0
24	20	21	20	21	20	21	32	21	20	17	18	19	20	41	42	39	40	41	42	21	19	41	42	39	40	52	42	43	44	44	44	30	31	45	33	44	44	30	31	45	33	34	35	44	44	44	30	48	49	45	45	45	45	49	22	24	42	39	8	9	9	64	65	0
24	44	44	34	35	30	31	45	33	44	44	44	44	44	25	26	27	28	8	9	9	9	9	10	27	28	11	26	44	44	30	49	45	45	45	45	49	48	45	45	45	45	49	49	47	49	48	45	45	45	45	45	253	59	9	65	24	26	27	36	37	37	37	23	0
24	49	47	49	49	45	45	45	45	49	48	49	49	8	10	40	41	42	22	23	23	23	23	24	41	42	39	40	48	47	253	59	64	64	61	254	45	45	253	59	9	9	61	254	45	45	45	45	45	45	253	59	267	23	23	23	24	40	41	0	0	127	129	22	0
63	64	64	64	64	64	64	64	64	64	64	64	64	65	63	9	9	9	65	23	23	23	23	23	64	156	156	156	156	64	267	23	23	23	23	268	64	64	267	23	23	23	23	268	10	156	156	156	156	8	267	23	23	23	23	23	63	64	64	64	64	10	128	22	0
23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	83	83	83	83	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	83	83	83	83	23	23	23	23	23	23	23	23	23	23	23	23	24	128	22	0
